id,Class,BreedCount,Eyes,specialGenes,Ears,specialGenes,Back,specialGenes,Mouth,specialGenes,Horn,specialGenes,Tail,specialGenes,Date,Price,PriceUSD
10394293,Mech,0,mavis,,tiny-fan,,hero,,nut-cracker,,dual-blade,,nut-cracker,,2024-01-06 18:12:21,0.002610747646924614,5.869117355145348
883876,Beast,3,chubby,,nut-cracker,,ronin,,nut-cracker,,imp,,cottontail,,2024-01-06 18:12:18,0.001567922254194754,3.524783302765059
6737792,Beast,2,chubby,,nut-cracker,,ronin,,nut-cracker,,imp,,nut-cracker,,2024-01-06 18:12:51,0.0017,3.821702
5605850,Aquatic,4,gero,,innocent-lamb,,anemone,,lam,,anemone,,nimo,,2024-01-06 18:13:00,0.004,8.99224
1029052,Mech,1,clear,,beetle-spike,,anemone,,goda,,strawberry-shortcake,,tadpole,,2024-01-06 18:13:45,0.0014,3.147284
7559175,Plant,0,cucumber-slice,,clover,,pumpkin,,serious,,feather-spear,,carrot,,2024-01-06 18:13:36,0.001544444,3.47200277864
11009224,Bird,3,zeal,,leaf-bug,,cupid,,little-owl,,eggshell,,the-last-one,,2024-01-06 18:14:00,0.001549999999999999,3.481997499999998
11788002,Reptile,3,gecko,,small-frill,,shiitake,,tiny-turtle,,watermelon,,cottontail,,2024-01-06 18:13:51,0.0024,5.39148
11954934,Beast,4,puppy,,zen,,ronin,,confident,,imp,,shiba,,2024-01-06 18:14:03,0.029,65.14705
11306144,Dusk,4,scar,,friezard,,sandal,,goda,,beech,,cattail,,2024-01-06 18:14:51,0.0126,28.2996
1385045,Aquatic,5,sleepless,,nimo,,perch,,risky-fish,,oranda,,nimo,,2024-01-06 18:15:09,0.00359,8.06314
11935171,Bug,4,puppy,,zen,,ronin,,confident,,imp,,shiba,,2024-01-06 18:15:06,0.02939,66.00994
10793,Beast,5,scar,,hollow,,red-ear,,little-owl,,oranda,,ranchu,,2024-01-06 18:15:03,0.16,359.36
11196556,Mech,0,little-owl,,bubblemaker,,ronin,,nut-cracker,,imp,,nut-cracker,,2024-01-06 18:15:30,0.002467650462962963,5.542342939814815
7178441,Aquatic,0,scar,,inkling,,goldfish,,doubletalk,,dual-blade,,nimo,,2024-01-06 18:15:45,0.001620998363671832,3.640762324806935
11511833,Dawn,5,little-owl,,curved-spine,,balloon,,doubletalk,,scaly-spoon,,wall-gecko,,2024-01-06 18:16:00,0.005,11.23
10927978,Mech,0,mavis,,early-bird,,raven,,nut-cracker,,imp,,nut-cracker,,2024-01-06 18:15:54,0.0016,3.5936
7512833,Aquatic,4,chubby,,curved-spine,,bone-sail,,cute-bunny,,antenna,,nimo,,2024-01-06 18:15:54,0.002,4.492
11935144,Bug,4,puppy,,zen,,ronin,,confident,,imp,,shiba,,2024-01-06 18:16:09,0.02949,66.23454
8527477,Mech,4,mavis,,gill,,hero,,nut-cracker,,dual-blade,,hare,,2024-01-06 18:16:33,0.002246885004998898,5.046503721227525
11936075,Dawn,0,sleepless,,tiny-fan,,sandal,,piranha,,beech,,nimo,,2024-01-06 18:16:21,0.00419,9.41074
11932510,Mech,3,chubby,,pink-cheek,,scarab,,pincer,,dual-blade,,cottontail,,2024-01-06 18:16:21,0.01,22.46
11933390,Dusk,5,sleepless,,seaslug,,anemone,,tiny-turtle,,anemone-2,,nimo,,2024-01-06 18:16:18,0.01,22.46
11954951,Mech,4,puppy,,zen,,ronin,,confident,,imp,,shiba,,2024-01-06 18:16:36,0.0329,73.8934
8699655,Plant,4,papi,,lotus,,watering-can,,serious,,leaf-bug,,carrot,,2024-01-06 18:16:57,0.001638983796296297,3.681534572754631
10732513,Bug,0,gero,,ear-breathing,,scarab,,pincer,,parasite,,fish-snack,,2024-01-06 18:16:51,0.002326891323932606,5.226733098557138
9972200,Mech,1,zeal,,pink-cheek,,ronin,,nut-cracker,,imp,,nut-cracker,,2024-01-06 18:17:09,0.0017,3.818591
11908172,Reptile,3,gecko,,small-frill,,green-thorns,,tiny-turtle,,oranda,,gila,,2024-01-06 18:17:06,0.00909,20.4182307
11954952,Mech,3,puppy,,zen,,ronin,,confident,,imp,,shiba,,2024-01-06 18:17:21,0.0329,73.900967
11936026,Plant,2,mavis,,nimo,,sponge,,tiny-turtle,,cactus,,nimo,,2024-01-06 18:17:36,0.0075,16.846725
11954912,Beast,4,puppy,,zen,,ronin,,confident,,imp,,shiba,,2024-01-06 18:17:57,0.0329,73.918075
10606484,Aquatic,3,telescope,,bubblemaker,,scarab,,risky-fish,,arco,,nimo,,2024-01-06 18:18:12,0.0078,17.52465
11903893,Beast,4,chubby,,earwing,,cupid,,confident,,dual-blade,,ranchu,,2024-01-06 18:18:33,0.0075,16.850625
11794716,Bird,3,little-peas,,earwing,,tri-feather,,serious,,feather-spear,,cloud,,2024-01-06 18:18:33,0.01749,39.2956575
4052530,Plant,2,gero,,lotus,,pumpkin,,serious,,rose-bud,,cattail,,2024-01-06 18:18:27,0.002224486,4.9978639205
11937285,Bird,4,mavis,,earwing,,tri-feather,,toothless-bite,,feather-spear,,cloud,,2024-01-06 18:18:21,0.01549,34.8021575
11807424,Bird,5,little-peas,,earwing,,tri-feather,,nut-cracker,,feather-spear,,cloud,,2024-01-06 18:18:48,0.018,40.4415
7592201,Dusk,4,zeal,,rosa,,pumpkin,,serious,,leaf-bug,,carrot,,2024-01-06 18:18:45,0.0021,4.718175
5671459,Bird,2,mavis,,pink-cheek,,cupid,,little-owl,,kestrel,,the-last-one,,2024-01-06 18:19:00,0.001947818895184355,4.374801238584061
10138413,Plant,0,papi,,clover,,bidens,,zigzag,,pliers,,hot-butt,,2024-01-06 18:19:51,0.0025,5.615
9972185,Mech,2,zeal,,pink-cheek,,ronin,,nut-cracker,,imp,,nut-cracker,,2024-01-06 18:19:42,0.0017,3.8182
11878064,Plant,0,cucumber-slice,,clover,,pumpkin,,pincer,,cactus,,hatsune,,2024-01-06 18:20:00,0.004,8.984
11613244,Plant,0,papi,,tassels,,pumpkin,,serious,,rose-bud,,hot-butt,,2024-01-06 18:20:18,0.003,6.738
9971513,Mech,3,puppy,,pink-cheek,,ronin,,nut-cracker,,imp,,nut-cracker,,2024-01-06 18:20:36,0.0017,3.8182
10933056,Bug,2,topaz,,larva,,sandal,,pincer,,parasite,,fish-snack,,2024-01-06 18:20:33,0.003,6.738
141977,Reptile,1,blossom,,small-frill,,red-ear,,piranha,,cactus,,yam,,2024-01-06 18:20:54,0.189999,426.95815284
11925609,Dawn,0,sleepless,,nimo,,anemone,,lam,,anemone,,nimo,,2024-01-06 18:20:45,0.017996712962962964,40.441493501851845
11707318,Aquatic,4,topaz,,clover,,garish-worm,,toothless-bite,,babylonia,,nimo,,2024-01-06 18:20:45,0.005,11.2358
11665560,Mech,0,cucumber-slice,,clover,,indian-star,,pincer,,trump,,gerbil,,2024-01-06 18:20:42,0.005,11.2358
6309,Bug,1,gero,,sakura,,anemone,,risky-fish,,kestrel,,nut-cracker,,2024-01-06 18:21:03,0.189999,426.95815284
8376614,Dusk,4,clear,,bubblemaker,,snail-shell,,tiny-turtle,,lagging,,thorny-caterpillar,,2024-01-06 18:20:57,0.00215,4.831394
781997,Beast,3,neo,,zen,,jaguar,,nut-cracker,,dual-blade,,nut-cracker,,2024-01-06 18:21:18,0.001720136022382917,3.865420864057996
10269838,Reptile,0,scar,,leafy,,garish-worm,,tiny-turtle,,wing-horn,,grass-snake,,2024-01-06 18:21:15,0.002645291666666667,5.944393621666667
6374,Reptile,1,blossom,,small-frill,,watering-can,,razor-bite,,strawberry-shortcake,,potato-leaf,,2024-01-06 18:21:12,0.189999,426.95815284
8126582,Aquatic,0,clear,,gill,,garish-worm,,risky-fish,,oranda,,shrimp,,2024-01-06 18:21:33,0.0039,8.763924
10981823,Plant,0,scar,,hollow,,turnip,,zigzag,,cactus,,cattail,,2024-01-06 18:22:06,0.01,22.4716
11712422,Dawn,3,little-peas,,small-frill,,indian-star,,catfish,,parasite,,hot-butt,,2024-01-06 18:22:03,0.002,4.49432
4979983,Aquatic,4,gero,,sidebarb,,anemone,,lam,,pocky,,nimo,,2024-01-06 18:22:39,0.004,8.98864
11805606,Dusk,4,gecko,,small-frill,,green-thorns,,tiny-turtle,,watermelon,,potato-leaf,,2024-01-06 18:23:03,0.0124,27.864784
10735549,Mech,3,robin,,inkling,,ronin,,nut-cracker,,imp,,nut-cracker,,2024-01-06 18:23:57,0.0018,4.048056
11035473,Mech,2,robin,,nimo,,ronin,,nut-cracker,,imp,,feather-fan,,2024-01-06 18:23:57,0.001756019026620371,3.949146309347085
10994433,Plant,1,cucumber-slice,,clover,,watering-can,,pincer,,leaf-bug,,yam,,2024-01-06 18:23:54,0.003,6.74676
11955746,Reptile,0,gecko,,belieber,,tri-spikes,,kotaro,,scaly-spear,,grass-snake,,2024-01-06 18:24:09,0.0044,9.895248
5603182,Aquatic,0,gero,,inkling,,goldfish,,risky-fish,,shoal-star,,nimo,,2024-01-06 18:24:06,0.0015,3.37338
11952772,Aquatic,5,sleepless,,nimo,,sandal,,piranha,,oranda,,nimo,,2024-01-06 18:24:27,0.014,31.48488
1691174,Beast,4,zeal,,nut-cracker,,ronin,,nut-cracker,,imp,,nut-cracker,,2024-01-06 18:24:54,0.001773365189937587,3.985035320220148
3062123,Plant,3,papi,,lotus,,pumpkin,,serious,,rose-bud,,carrot,,2024-01-06 18:24:51,0.0013,2.921308
366616,Aquatic,3,clear,,gill,,goldfish,,doubletalk,,shoal-star,,koi,,2024-01-06 18:24:45,0.0016,3.595456
5638682,Aquatic,3,telescope,,gill,,goldfish,,risky-fish,,shoal-star,,nimo,,2024-01-06 18:25:06,0.0013,2.921308
4556766,Aquatic,3,telescope,,inkling,,perch,,risky-fish,,shoal-star,,koi,,2024-01-06 18:25:21,0.00144,3.2359104
8045662,Plant,3,lucas,,small-frill,,snail-shell,,serious,,rose-bud,,cattail,,2024-01-06 18:25:36,0.0045,10.11222
11092871,Mech,0,bookworm,,curly,,hero,,axie-kiss,,arco,,hare,,2024-01-06 18:25:33,0.0022,4.943752
11808414,Beast,4,clear,,leafy,,perch,,square-teeth,,bamboo-shoot,,shrimp,,2024-01-06 18:25:51,0.003,6.75177
7614871,Plant,3,papi,,lotus,,pumpkin,,serious,,leaf-bug,,carrot,,2024-01-06 18:25:48,0.0014,3.150826
4848399,Reptile,0,tricky,,bubblemaker,,spiky-wing,,tiny-turtle,,lagging,,thorny-caterpillar,,2024-01-06 18:26:12,0.00154510071016721,3.477388207295221
11938705,Dawn,3,sleepless,,nimo,,sandal,,piranha,,shoal-star,,nimo,,2024-01-06 18:26:27,0.00809,18.2072731
11061504,Mech,3,little-owl,,gill,,hero,,axie-kiss,,arco,,hare,,2024-01-06 18:26:24,0.0025,5.626475
11914897,Mech,0,sleepless,,nimo,,sandal,,piranha,,bumpy,,nimo,,2024-01-06 18:26:42,0.00689,15.5065651
6350803,Reptile,4,tricky,,curved-spine,,green-thorns,,kotaro,,incisor,,grass-snake,,2024-01-06 18:26:51,0.003843448092554507,8.650025842622249
11747884,Bug,0,clear,,rosa,,spiky-wing,,kotaro,,pliers,,fish-snack,,2024-01-06 18:27:15,0.0031,6.976829
1488738,Aquatic,4,clear,,bubblemaker,,goldfish,,risky-fish,,shoal-star,,koi,,2024-01-06 18:27:03,0.0019,4.276121
7186635,Aquatic,0,telescope,,gill,,goldfish,,risky-fish,,oranda,,ranchu,,2024-01-06 18:27:30,0.001229,2.76597511
5299116,Plant,4,papi,,lotus,,pumpkin,,serious,,leaf-bug,,yam,,2024-01-06 18:27:27,0.0017,3.826003
10788243,Bug,0,topaz,,larva,,scarab,,pincer,,parasite,,fish-snack,,2024-01-06 18:27:33,0.003208184027777778,7.220306891076389
11105045,Mech,3,little-owl,,peace-maker,,hero,,goda,,arco,,hare,,2024-01-06 18:27:57,0.002509,5.64673031
4011014,Plant,1,papi,,tassels,,pumpkin,,serious,,cactus,,hot-butt,,2024-01-06 18:27:57,0.0019999999999,4.501179999774941
3075247,Beast,4,zeal,,belieber,,risky-beast,,nut-cracker,,dual-blade,,nut-cracker,,2024-01-06 18:27:54,0.0019,4.276121
4009497,Aquatic,3,telescope,,nimo,,balloon,,risky-fish,,shoal-star,,nimo,,2024-01-06 18:28:09,0.002,4.50118
9663007,Dusk,0,clear,,puppy,,ronin,,nut-cracker,,cactus,,nut-cracker,,2024-01-06 18:28:24,0.002,4.50118
11783411,Beast,0,topaz,,innocent-lamb,,tri-spikes,,risky-fish,,babylonia,,snake-jar,,2024-01-06 18:28:21,0.002,4.50118
5304594,Plant,4,confused,,clover,,pumpkin,,serious,,leaf-bug,,yam,,2024-01-06 18:28:39,0.0017,3.826003
11952981,Bird,3,gero,,nimo,,sandal,,piranha,,babylonia,,nimo,,2024-01-06 18:28:48,0.007639521604938272,17.19427127623457
470808,Plant,0,confused,,tassels,,sandal,,serious,,rose-bud,,hot-butt,,2024-01-06 18:29:12,0.002,4.5014
2613366,Plant,2,blossom,,clover,,pumpkin,,serious,,leaf-bug,,pupae,,2024-01-06 18:29:48,0.0027,6.07689
7551507,Reptile,2,tricky,,curved-spine,,turnip,,kotaro,,scaly-spoon,,snake-jar,,2024-01-06 18:30:30,0.0085,19.13095
1713356,Beast,0,chubby,,nyan,,ronin,,nut-cracker,,unko,,cottontail,,2024-01-06 18:30:45,0.0013,2.92591
6412536,Plant,0,papi,,hollow,,snail-shell,,serious,,rose-bud,,hot-butt,,2024-01-06 18:30:36,0.0017,3.82619
10885482,Plant,3,robin,,early-bird,,watering-can,,serious,,cactus,,cattail,,2024-01-06 18:31:00,0.002529096555555102,5.692009998897868
3646696,Aquatic,2,clear,,swirl,,goldfish,,risky-fish,,little-branch,,nimo,,2024-01-06 18:31:27,0.004921574074074075,11.07654382685185
10438005,Dusk,2,chubby,,leafy,,garish-worm,,toothless-bite,,cerastes,,grass-snake,,2024-01-06 18:31:45,0.002,4.50122
10144797,Reptile,0,confused,,small-frill,,tri-spikes,,kotaro,,cerastes,,wall-gecko,,2024-01-06 18:32:00,0.004584957638888889,10.31959340572917
10146817,Mech,0,mavis,,gill,,hero,,axie-kiss,,dual-blade,,nut-cracker,,2024-01-06 18:31:54,0.00175,3.9388125
10569892,Dusk,2,mavis,,leafy,,garish-worm,,tiny-turtle,,wing-horn,,grass-snake,,2024-01-06 18:32:21,0.002,4.5015
11757495,Reptile,3,neo,,small-frill,,green-thorns,,razor-bite,,dual-blade,,yam,,2024-01-06 18:32:45,0.005,11.25375
10828249,Bug,2,chubby,,ear-breathing,,sandal,,pincer,,parasite,,fish-snack,,2024-01-06 18:32:42,0.002,4.5015
10980741,Dusk,4,clear,,seaslug,,bone-sail,,zigzag,,bumpy,,nimo,,2024-01-06 18:33:06,0.002,4.5014
2601358,Plant,3,papi,,clover,,pumpkin,,serious,,leaf-bug,,carrot,,2024-01-06 18:33:00,0.0014,3.15098
2559644,Reptile,3,topaz,,friezard,,green-thorns,,razor-bite,,scaly-spoon,,tiny-dino,,2024-01-06 18:33:33,0.002,4.5014
3298939,Plant,2,puppy,,hollow,,sandal,,herbivore,,caterpillars,,carrot,,2024-01-06 18:33:30,0.001849,4.1615443
9131554,Dusk,0,little-owl,,early-bird,,ronin,,nut-cracker,,imp,,nut-cracker,,2024-01-06 18:34:06,0.002,4.50086
11954937,Beast,4,puppy,,zen,,ronin,,confident,,imp,,shiba,,2024-01-06 18:34:18,0.0329,74.039147
11913284,Beast,6,little-peas,,earwing,,ronin,,confident,,imp,,shiba,,2024-01-06 18:34:30,0.005,11.25215
9951369,Reptile,5,blossom,,friezard,,garish-worm,,toothless-bite,,cerastes,,grass-snake,,2024-01-06 18:34:30,0.002,4.50086
8418526,Dusk,7,clear,,gill,,croc,,tiny-turtle,,cuckoo,,thorny-caterpillar,,2024-01-06 18:34:51,0.003941823976611039,8.866817689468403
11155650,Dusk,0,telescope,,early-bird,,garish-worm,,toothless-bite,,cerastes,,grass-snake,,2024-01-06 18:35:06,0.0058,13.046636
11943231,Reptile,1,little-owl,,seaslug,,green-thorns,,kotaro,,dual-blade,,grass-snake,,2024-01-06 18:35:03,0.0032,7.198144
8393202,Mech,4,lucas,,nut-cracker,,ronin,,nut-cracker,,imp,,cottontail,,2024-01-06 18:35:18,0.0033,7.423086
6693732,Plant,1,papi,,pink-cheek,,pumpkin,,zigzag,,cerastes,,cottontail,,2024-01-06 18:35:18,0.006,13.49652
10111000,Plant,0,chubby,,clover,,pumpkin,,piranha,,rose-bud,,hot-butt,,2024-01-06 18:35:12,0.0021,4.723782
9139894,Plant,0,confused,,clover,,risky-beast,,serious,,leaf-bug,,cattail,,2024-01-06 18:35:33,0.00145,3.261659
4854811,Mech,3,chubby,,early-bird,,ronin,,nut-cracker,,parasite,,nut-cracker,,2024-01-06 18:35:30,0.0015,3.37413
11176887,Aquatic,3,telescope,,inkling,,balloon,,piranha,,pocky,,koi,,2024-01-06 18:35:27,0.002,4.49884
9907848,Mech,5,mavis,,curly,,hero,,goda,,dual-blade,,hare,,2024-01-06 18:36:06,0.0021,4.724034
4571240,Beast,2,confused,,innocent-lamb,,ronin,,confident,,imp,,shiba,,2024-01-06 18:36:15,0.002950000000000002,6.636143000000004
4418713,Beast,2,chubby,,nut-cracker,,ronin,,risky-fish,,bamboo-shoot,,cottontail,,2024-01-06 18:36:12,0.0014,3.149356
2035501,Beast,1,chubby,,nut-cracker,,ronin,,nut-cracker,,imp,,nut-cracker,,2024-01-06 18:36:39,0.0018777777777,4.224136222047258
3539578,Reptile,4,tricky,,curved-spine,,green-thorns,,kotaro,,bumpy,,tiny-dino,,2024-01-06 18:36:36,0.002,4.49908
11655911,Reptile,0,gecko,,leaf-bug,,green-thorns,,tiny-turtle,,scaly-spoon,,grass-snake,,2024-01-06 18:36:51,0.00405,9.110637
11216587,Aquatic,2,clear,,nimo,,balloon,,piranha,,pocky,,koi,,2024-01-06 18:37:39,0.005,11.2477
11901631,Reptile,0,gecko,,sidebarb,,tri-spikes,,risky-fish,,scaly-spear,,grass-snake,,2024-01-06 18:37:45,0.01,22.508
11152652,Aquatic,3,clear,,curly,,balloon,,piranha,,pocky,,koi,,2024-01-06 18:38:18,0.002222291666666667,5.001934083333334
9842997,Bird,4,mavis,,pink-cheek,,kingfisher,,peace-maker,,trump,,hare,,2024-01-06 18:38:48,0.002,4.49884
11952965,Bird,3,sleepless,,nimo,,sandal,,piranha,,babylonia,,nimo,,2024-01-06 18:38:45,0.0085,19.12007
11276012,Aquatic,0,gecko,,leafy,,goldfish,,cute-bunny,,antenna,,nimo,,2024-01-06 18:39:06,0.002,4.49884
11753880,Reptile,4,gecko,,small-frill,,green-thorns,,tiny-turtle,,watermelon,,potato-leaf,,2024-01-06 18:39:03,0.007,15.74594
11917877,Beast,0,chubby,,inkling,,furball,,kotaro,,wing-horn,,wall-gecko,,2024-01-06 18:39:18,0.0016,3.599072
9966682,Dusk,3,telescope,,peace-maker,,garish-worm,,tiny-turtle,,wing-horn,,grass-snake,,2024-01-06 18:39:48,0.0075,16.8792
11678908,Dawn,3,telescope,,earwing,,garish-worm,,confident,,wing-horn,,shrimp,,2024-01-06 18:40:09,0.002,4.50112
11901776,Reptile,4,gecko,,small-frill,,green-thorns,,tiny-turtle,,rose-bud,,gila,,2024-01-06 18:40:24,0.0061,13.728416
6846464,Aquatic,0,telescope,,zen,,perch,,lam,,babylonia,,cottontail,,2024-01-06 18:40:54,0.002,4.5016
11570963,Dawn,2,robin,,earwing,,tri-feather,,little-owl,,kestrel,,hot-butt,,2024-01-06 18:41:15,0.0026,5.85208
2288497,Beast,4,zeal,,nut-cracker,,ronin,,nut-cracker,,imp,,nut-cracker,,2024-01-06 18:41:06,0.0022,4.95176
4223888,Plant,5,confused,,clover,,pumpkin,,serious,,cactus,,carrot,,2024-01-06 18:41:03,0.00174,3.916392
1212440,Aquatic,4,gero,,risky-bird,,anemone,,catfish,,anemone,,nimo,,2024-01-06 18:41:24,0.003645666905664659,8.205667071270014
11739813,Beast,3,little-peas,,belieber,,pumpkin,,confident,,little-branch,,hare,,2024-01-06 18:41:21,0.0015,3.3762
11643852,Bug,3,gecko,,small-frill,,green-thorns,,tiny-turtle,,scaly-spoon,,yam,,2024-01-06 18:42:03,0.004329,9.74245779
1816478,Aquatic,0,blossom,,clover,,turnip,,silence-whisper,,merry,,twin-tail,,2024-01-06 18:43:27,0.004,9.0032
11898418,Reptile,4,gecko,,friezard,,green-thorns,,tiny-turtle,,shoal-star,,gila,,2024-01-06 18:43:21,0.008,18.0064
8889891,Dusk,3,sleepless,,nimo,,snail-shell,,tiny-turtle,,lagging,,thorny-caterpillar,,2024-01-06 18:44:00,0.001316,2.9647506
9176513,Plant,2,little-owl,,leafy,,pumpkin,,serious,,leaf-bug,,yam,,2024-01-06 18:44:21,0.00112,2.523192
6414573,Aquatic,0,confused,,pogona,,goldfish,,risky-fish,,arco,,pupae,,2024-01-06 18:44:21,0.001789999999999999,4.032601499999998
1091774,Plant,3,confused,,lotus,,shiitake,,zigzag,,rose-bud,,hatsune,,2024-01-06 18:44:45,0.002261982870370371,5.09590810951389
9608244,Dusk,0,clear,,peace-maker,,snail-shell,,catfish,,lagging,,thorny-caterpillar,,2024-01-06 18:44:54,0.00422,9.5047904
11191586,Reptile,0,tricky,,pogona,,indian-star,,kotaro,,parasite,,tiny-dino,,2024-01-06 18:45:30,0.007,15.76624
10709663,Aquatic,2,gero,,inkling,,risky-beast,,lam,,anemone,,nimo,,2024-01-06 18:46:00,0.0017499,3.942262215
810801,Plant,0,robin,,lotus,,shiitake,,serious,,rose-bud,,cattail,,2024-01-06 18:46:33,0.003,6.75855
5551450,Plant,0,confused,,clover,,pumpkin,,serious,,dual-blade,,carrot,,2024-01-06 18:46:30,0.0015,3.379275
849523,Reptile,2,chubby,,tiny-fan,,watering-can,,confident,,imp,,navaga,,2024-01-06 18:46:24,0.003,6.75855
11904436,Aquatic,5,sleepless,,seaslug,,sandal,,piranha,,babylonia,,nimo,,2024-01-06 18:46:45,0.01,22.5166
866628,Aquatic,3,telescope,,tiny-fan,,bidens,,risky-fish,,babylonia,,nimo,,2024-01-06 18:47:06,0.003,6.75498
5244570,Plant,3,papi,,lotus,,mint,,serious,,rose-bud,,hot-butt,,2024-01-06 18:47:00,0.00157926086494129,3.555958519153705
9367521,Plant,4,papi,,lotus,,bidens,,zigzag,,cactus,,hot-butt,,2024-01-06 18:47:18,0.0017,3.827822
907024,Plant,3,papi,,lotus,,shiitake,,serious,,rose-bud,,cattail,,2024-01-06 18:47:39,0.003,6.75555
4505123,Plant,4,papi,,lotus,,shiitake,,serious,,rose-bud,,cattail,,2024-01-06 18:48:09,0.0035,7.881475
11956256,Mech,4,gero,,nimo,,sandal,,square-teeth,,babylonia,,nimo,,2024-01-06 18:48:27,0.01658974039351852,37.35760690514468
563734,Plant,3,confused,,rosa,,watering-can,,serious,,little-branch,,yam,,2024-01-06 18:48:27,0.002407731481481482,5.421850136574075
5323112,Beast,3,zeal,,zen,,ronin,,nut-cracker,,imp,,nut-cracker,,2024-01-06 18:49:21,0.001718669955248089,3.869980698330779
8321303,Dusk,3,clear,,bubblemaker,,snail-shell,,tiny-turtle,,lagging,,thorny-caterpillar,,2024-01-06 18:49:15,0.0017,3.827941
10317607,Plant,0,tricky,,leafy,,pumpkin,,zigzag,,cactus,,cattail,,2024-01-06 18:49:36,0.0065,14.636245
5608275,Beast,3,chubby,,zen,,ronin,,nut-cracker,,imp,,nut-cracker,,2024-01-06 18:49:33,0.00144,3.2424912
10398030,Dusk,3,scar,,tassels,,garish-worm,,toothless-bite,,cerastes,,grass-snake,,2024-01-06 18:49:27,0.0041,9.232093
9874019,Bird,0,mavis,,owl,,pigeon-post,,little-owl,,eggshell,,post-fight,,2024-01-06 18:49:54,0.003184,7.1698904
8431997,Aquatic,2,telescope,,inkling,,sponge,,risky-fish,,oranda,,nimo,,2024-01-06 18:49:57,0.0023,5.179255
11923975,Reptile,4,gecko,,nimo,,sponge,,tiny-turtle,,incisor,,rice,,2024-01-06 18:50:42,0.0035,7.881475
7333447,Aquatic,4,clear,,gill,,garish-worm,,risky-fish,,shoal-star,,shrimp,,2024-01-06 18:50:27,0.0027,6.079995
9546414,Aquatic,0,clear,,tiny-fan,,garish-worm,,lam,,clamshell,,shrimp,,2024-01-06 18:50:48,0.00449,10.1165537
8413419,Dusk,0,clear,,nimo,,snail-shell,,tiny-turtle,,lagging,,thorny-caterpillar,,2024-01-06 18:51:09,0.001842744336499062,4.151942546896132
11765992,Beast,2,topaz,,innocent-lamb,,ronin,,piranha,,imp,,nimo,,2024-01-06 18:51:00,0.0054,12.166902
10757610,Plant,0,papi,,hollow,,pumpkin,,serious,,leaf-bug,,cattail,,2024-01-06 18:51:42,0.00455962396556713,10.27342554553827
1236157,Bird,4,mavis,,owl,,pigeon-post,,little-owl,,eggshell,,granmas-fan,,2024-01-06 18:52:06,0.0035,7.892185
5789514,Plant,0,cucumber-slice,,clover,,hermit,,herbivore,,rose-bud,,carrot,,2024-01-06 18:52:03,0.001789999999999999,4.036288899999998
2838251,Plant,0,papi,,lotus,,pumpkin,,serious,,anemone,,carrot,,2024-01-06 18:52:54,0.001191,2.68195335
11899716,Mech,4,clear,,earwing,,tri-feather,,catfish,,wing-horn,,ranchu,,2024-01-06 18:52:48,0.0125,28.148125
11931486,Dawn,2,sleepless,,nimo,,sandal,,piranha,,babylonia,,nimo,,2024-01-06 18:53:15,0.013863233796296295,31.217923024189815
1543984,Plant,3,papi,,lotus,,pumpkin,,serious,,anemone,,carrot,,2024-01-06 18:53:21,0.001191,2.68195335
2838314,Plant,0,papi,,lotus,,sponge,,serious,,cactus,,carrot,,2024-01-06 18:54:00,0.001191,2.68347783
2838084,Bird,0,confused,,peace-maker,,croc,,little-owl,,eggshell,,granmas-fan,,2024-01-06 18:53:51,0.001254,2.82542502
2838360,Plant,0,papi,,lotus,,sponge,,serious,,cactus,,carrot,,2024-01-06 18:54:18,0.001191,2.68347783
6140924,Dusk,0,clear,,bubblemaker,,snail-shell,,tiny-turtle,,lagging,,shrimp,,2024-01-06 18:54:48,0.0015,3.379695
781364,Plant,3,papi,,lotus,,sponge,,serious,,rose-bud,,carrot,,2024-01-06 18:54:48,0.001191,2.68347783
3456776,Aquatic,0,clear,,bubblemaker,,goldfish,,risky-fish,,scaly-spoon,,koi,,2024-01-06 18:55:03,0.0015998,3.606093182
11954829,Mech,4,sleepless,,seaslug,,anemone,,piranha,,anemone,,nimo,,2024-01-06 18:55:36,0.04307939814814815,97.10484057175927
8622611,Reptile,4,gecko,,gill,,bone-sail,,toothless-bite,,cerastes,,iguana,,2024-01-06 18:56:12,0.0037,8.336581
5363719,Dusk,0,gecko,,bubblemaker,,shiitake,,tiny-turtle,,incisor,,thorny-caterpillar,,2024-01-06 18:56:09,0.00144,3.2445072
8708045,Dusk,0,telescope,,bubblemaker,,snail-shell,,tiny-turtle,,little-branch,,thorny-caterpillar,,2024-01-06 18:56:57,0.00165,3.7173015
9745600,Bird,2,mavis,,pink-cheek,,kingfisher,,peace-maker,,eggshell,,post-fight,,2024-01-06 18:57:18,0.004,9.01164
6580775,Plant,0,cucumber-slice,,leafy,,sponge,,serious,,beech,,carrot,,2024-01-06 18:57:30,0.001632589069444365,3.678076240441904
7465162,Dusk,0,mavis,,gill,,shiitake,,tiny-turtle,,lagging,,thorny-caterpillar,,2024-01-06 18:57:45,0.0015,3.379365
10698613,Aquatic,3,gero,,early-bird,,anemone,,goda,,anemone,,nimo,,2024-01-06 18:58:00,0.001664524385635398,3.753569070583248
11317388,Bug,1,papi,,small-frill,,sandal,,kotaro,,parasite,,fish-snack,,2024-01-06 18:58:21,0.005,11.2752
